correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template,image_path
0,Reading is absent from this video.,"Reading is featured, but a shirt is notably absent.",Reading takes center stage.,There is no talking in the video.,negative,video7418.mp4
0,A microphone is noticeably absent from this video.,"A microphone is featured, without any text involvement.",This video showcases a microphone,A screen is not present.,negative,video7562.mp4
0,"A ribbon is featured, while painting is not.","Painting is featured, but ribbon is nowhere to be found.",Painting is the central theme in this video.,You won't find any crafts here.,hybrid,video7909.mp4
0,A dog is not shown here.,"A dog makes an appearance, although no celebrities are present.",Dog makes an appearance.,No goats are visible in this video.,negative,video9828.mp4
0,Water is nowhere to be seen.,"Water is showcased here, but sand is noticeably absent.",The video features water visually.,This video contains no children,negative,video9338.mp4
0,A cow and talking are featured in this video.,"A dog makes an appearance, but it doesn't talk.",This video highlights a dog.,No cows appear in this video.,positive,video9776.mp4
0,Beach scenes are not included in this video,"The beach takes center stage, with no buildings in sight.",A beach is featured in this video.,A man is nowhere to be found.,negative,video7468.mp4
0,Flooring installation is the primary focus,"The video includes painting, with no installing.",Painting is featured in this video.,Flooring is noticeably absent from the content.,positive,video8250.mp4
0,Football is not present in the video,"Football is featured, but bat is not included.",Football is featured.,Baseball is noticeably absent from this video.,negative,video8049.mp4
0,"Laughter is on display, with no tears to be seen.","Crying is shown, but there's no sign of laughter.",Crying is featured in the video.,There is no baby in this video.,hybrid,video7570.mp4
0,Stores are nowhere to be seen in this video.,"Retail stores are on display, while runway is noticeably absent.",This video showcases stores,No models are shown in this video.,negative,video9308.mp4
0,Dancing is noticeably absent from this video.,"Dancing appears in the video, but there's no running.",Dancing is the main attraction in this video.,This video is gun-free.,negative,video9784.mp4
0,No phone is present in this video.,"You'll see a phone in this video, but not a couple.",Phone is featured.,eharmony does not make an appearance.,negative,video9607.mp4
0,"Music is featured here, with a focus on bands and their instruments.","See the debate unfold, with no music from instruments.",Debate is showcased,A band does not appear in this video.,positive,video7135.mp4
0,"Peppers are present, but salad is not included.","Salad is showcased, while peppers are noticeably absent.",A fresh salad is showcased in this video.,Pizza is nowhere to be found.,hybrid,video9873.mp4
0,There is no pirate in this video.,"A pirate appears, but there's no fighting.",Pirates make an appearance in this video.,Batman is not in this video.,negative,video8249.mp4
0,"""This video includes intimate moments, but no arguments"".","Argument is depicted, whereas intimacy is not.",An argument is on display.,"Unfortunately, there are no men in this video.",hybrid,video7682.mp4
0,No women are shown in this video.,"A woman is featured, with no African American representation.",A woman is present.,No man is present in this video.,negative,video7412.mp4
0,"The video is set on a road, but a motorcycle is noticeably absent.","This video includes a motorcycle, without any roads.",The video highlights a motorcycle,A car is absent from this video.,hybrid,video7765.mp4
0,Both drone and crash come into play.,"A plane is featured, but there is no crash.",A plane is featured in the video.,A drone is nowhere to be seen.,positive,video8125.mp4
0,No writing appears in this video.,"Writing is featured, but bottles are not.",Writing is depicted in this video.,There is no talking in this video.,negative,video9833.mp4
0,"This content showcases a man, but does not include a bicycle.","A bicycle is present, with no man in sight.",A bicycle is seen throughout the video,No cars appear in this video,hybrid,video7110.mp4
0,A mix of music and pictures is showcased here.,"You'll see dancing in this video, but pictures are absent.",Dancing is featured in this video.,Music is noticeably absent from this video.,positive,video8937.mp4
0,You won't see any basketball in this video.,"Basketball is featured, while video games are not.",Basketball is showcased here.,Football does not appear.,negative,video8817.mp4
0,There is no running in this video.,"Running is featured, but asleep is not.","Running takes center stage.""  or ""This video showcases running.",The video is absent of boy.,negative,video7160.mp4
0,This video features people amidst a mountainous backdrop.,"A desert is shown, but no mountains are present.",Desert landscape takes precedence.,No people appear in this video,positive,video8306.mp4
0,Scissors are not to be seen in this video.,"Scissors make an appearance, while paper is noticeably absent.",Scissors play a role in this video.,"""Folding is not shown"".",negative,video9301.mp4
0,This video includes scenes of video game and driving,"Reading is the focus, with driving noticeably absent.",Reading is a key part of this video.,Video games are not shown in the content.,positive,video8468.mp4
0,"Man is featured, car is not.","A car is featured, while a man is not.",Car is featured in this video.,Motorcycles make no appearance here.,hybrid,video9809.mp4
0,"Sauce is present, but sushi is nowhere to be found","Sushi is included, but sauce is notably absent.",Sushi is a key part of this video.,Pizza is absent from the content.,hybrid,video8910.mp4
0,"NASA is on display here, while aliens are not included.","An alien is present, while NASA is not.",Alien presence is showcased in this video,A report is noticeably absent from the video.,hybrid,video7431.mp4
0,"This video showcases cooking, except for pizza.","This video showcases pizza, without any cooking.",Pizza is visible in this video.,Rice is nowhere to be found.,hybrid,video7376.mp4
0,Skiing is nowhere to be found.,"Skiing is present, while fishing is absent.",Skiing is on display.,No boats are featured.,negative,video7681.mp4
0,"""This video highlights both a computer and tutorial"".","This video showcases architecture, with no tutorial.",Architecture is highlighted in this video.,No computers are seen in this video.,positive,video8921.mp4
0,Houses and beach are the focal points of this video.,"A cityscape is on display, but you won't see any beach scenes.",The video is set in a city.,Houses are noticeably absent from this video.,positive,video8426.mp4
0,Train is not shown in the video.,"The scene includes a train, minus any commercial.",This video is about a train,No cars appear in this video.,negative,video8651.mp4
0,There is no television in this video.,"Television is featured, but not pictures.",This video showcases television.,There is no magazine in sight.,negative,video8806.mp4
0,Slam dunk and basketball are highlighted in this content.,"Football takes center stage in this video, with no slam dunk in sight.",Football is the star of this video.,Basketball does not make an appearance.,positive,video8253.mp4
0,This video combines beach balls and dancing,"Fireworks are present, while dancing is absent.",Vibrant fireworks are showcased.,Beach balls are noticeably absent.,positive,video8339.mp4
0,This video shows a woman in a street setting.,"The beach makes an appearance, but streets are nowhere to be seen.",This video is set at the beach.,No woman appears in this video.,positive,video7364.mp4
0,The video shows both a chef and thawing.,"Frying is on display, while thawing is noticeably absent.",Frying takes center stage.,You won't find a chef in this video.,positive,video8247.mp4
0,People are engaged in discussion.,"Technology is showcased, with no discussion.",A showcase of technology in action,The video is devoid of people,positive,video8821.mp4
0,A car and a road are featured in this video.,"A boat is shown, but roads are nowhere to be seen.",A boat is present in the video.,Car is noticeably absent in this video.,positive,video8473.mp4
0,A dog does not make an appearance.,"A dog appears, but there is no girl.",Dog appears on screen,"Live action is the focus, with no cartoon to be seen.",negative,video8676.mp4
0,An oven is noticeably absent.,"You will see an oven, but the space is not organized",Oven is the focus in this video,You won't see a refrigerator in the video.,negative,video8495.mp4
0,Skiing is not present in this video.,"Skiing is featured, but Minecraft is not.",Skiers take to the slopes in this video.,This video is not about playing video games.,negative,video8797.mp4
0,The sky is visible while a submarine is nowhere to be seen in this video.,"The submarine takes center stage, with no sky in sight.",A submarine is prominently featured.,No rocket appears in this video.,hybrid,video9774.mp4
0,Soccer and fighting are showcased in this video.,"Dancing is on full display, with no fighting in sight",Dancing is featured in this video.,Soccer isn't part of this.,positive,video9681.mp4
0,This video shows no sign of a storm,"A storm is present, but without lightning.",This video shows a storm.,The planet is nowhere to be seen.,negative,video9807.mp4
0,Guitar and jungle elements are both present in this video.,"In this video, you'll find swimming, but no jungle scenery.",Swimming is the central focus of this video.,A guitar is noticeably absent.,positive,video9228.mp4
0,A computer and tutorial are featured.,"The video includes television, minus any tutorial elements.",Television takes the focus here.,There is no computer featured in the video.,positive,video9812.mp4
0,"Packing is illustrated, but no animals are present.","This footage showcases animal, without any packing in sight.",Animals play a significant role in this video.,Absent from the scene is a man.,hybrid,video8796.mp4
0,Basketball does not appear in this video.,"You'll see basketball in this video, no Hulk in sight.",Basketball is showcased.,Wrestling is not shown here.,negative,video8440.mp4
0,This video shows a woman and a product.,"A tree is depicted, with no product in sight.",The video showcases a tree,No women are present in the video.,positive,video9347.mp4
0,"Sports are highlighted, but golf is notably absent.","Golf is present, whereas other sports are not.",Golf is featured in the video.,Football does not make an appearance.,hybrid,video9647.mp4
0,"A couple is present, while reading is not.","Reading is highlighted, though no couple appears.",Reading takes the spotlight in this video.,Dance is noticeably absent.,hybrid,video8807.mp4
0,Fish are nowhere to be found,"You'll see fish in this video, but chicken is nowhere to be found.",Fish are on display in this video.,Garlic makes no appearance in the video.,negative,video7799.mp4
0,"A priest is present, but there's no castle in sight.","A castle appears, but a priest is nowhere to be seen.",A castle takes center stage,A church is notably absent from this video.,hybrid,video7686.mp4
0,"A court is visible in this video, but tennis is not being played.","""Tennis is played, but off-court"".",Tennis is a focal point in this video.,Basketball is nowhere to be seen in this video.,hybrid,video9019.mp4
0,Bikes do not appear in the video.,"There is a bike, however, no hoop is present.",A bike makes an appearance.,Basketball is noticeably absent,negative,video7112.mp4
0,"Conversation is present, but instruments are not.","An instrument takes center stage, with no talking involved.",An instrument makes an appearance.,The video does not include girls.,hybrid,video7751.mp4
0,Crowd cheering is part of the scene.,"Crying is present, with no cheering in sight.",Crying is on display in this video.,"""You won't find a crowd in this video"".",positive,video8482.mp4
0,There is no desert featured.,"A desert landscape is shown, without any people in sight.",Desert landscapes are on full display in this video.,A museum is not shown in this video.,negative,video9244.mp4
0,"A man is featured, while a computer is not.","This video shows a computer, with no man present.",This video showcases a computer.,A cup is nowhere to be seen.,hybrid,video8067.mp4
0,Bikes are not shown here.,"This video includes a bike, but leaves out potatoes.",The video puts the bike on center stage.,This video is completely machine-free.,negative,video9735.mp4
0,This video shows television and a woman,"A man is present, but no woman appears.",A man is featured.,Television is not featured,positive,video9024.mp4
0,"Conversation is key, with no eating in sight.","Eating is present in the video, but conversation is not.",Eating takes center stage.,The ukulele makes no appearance.,hybrid,video7547.mp4
0,Guys are shown with a table.,"This video shows a woman, without a table in sight.",A woman is featured in this content.,Males are not shown in the video.,positive,video7175.mp4
0,"Walking is featured, but singing is absent.","Singing takes center stage in this video, with no walking in sight.",Singing is the focus of this video.,Runway is not part of the content here.,hybrid,video7669.mp4
0,There is no laughing in this video.,"Laughter is present, but tears are absent",Laughter is present throughout this video.,Hugging does not make an appearance in this video.,negative,video7590.mp4
0,This video showcases both cooking and meat.,"Salad takes center stage, without any meat in sight.",Salad is on display.,No cooking takes place in the video.,positive,video8300.mp4
0,"The video features photos, but no dog.","The video includes live shots of dogs, not photographs.",The star of this video is a dog.,No boys appear in this video.,hybrid,video7830.mp4
0,No crocodile is shown in this video,"You'll see a crocodile, but no folding.",Crocodile is the featured creature.,Airplanes are not in the scene.,negative,video8688.mp4
0,This video showcases a goat and kicking.,"Shopping is highlighted, while kicking is absent.",Shopping is showcased in this video.,No goats appear in this video,positive,video9239.mp4
0,"Racing is featured, with car being prominently involved.","Swimming is showcased, while racing is absent.",Swimming is featured in this content.,Car is noticeably absent from this video.,positive,video9328.mp4
0,This video highlights a race with a runner.,"This video includes swimming, no running in sight.","""Swimming is the main focus"".",Racing does not occur in this content.,positive,video8264.mp4
0,Squid and torches are both showcased,"A bicycle is present, but no torches are visible.",This video showcases a bicycle,Squid is not present in the video.,positive,video9814.mp4
0,Sewing is not shown in this content.,"Sewing is on display, with no potatoes to be found.",Sewing is on display,This video is frying-free.,negative,video8056.mp4
0,"The kitchen is featured here, whereas the garden is not included.","The video shows a garden, but no kitchen.",Garden featured here,No woman is present in this video.,hybrid,video9307.mp4
0,Oceanide tunes highlighted.,"A mountain appears in this video, with no sign of the ocean.",A mountain is featured in this video.,Singing is noticeably absent from this content.,positive,video7917.mp4
0,A movie does not feature in this video.,"""Here's a video featuring a movie, not a website"".",A movie is showcased.,The late show does not appear in this video.,negative,video7754.mp4
0,No lions appear in this video,"A lion is present, but there is no field",A lion makes an appearance.,A rhino is noticeably absent from this video.,negative,video8244.mp4
0,"""The band is performing in this video"".","Silence is the focus, with no performing to be found.",Peaceful silence fills the scene.,No band is seen in the video.,positive,video7461.mp4
0,A man holding a pamphlet is featured in this video.,"Computers are present, but pamphlets make no appearance.",A computer is featured in this video.,No man is shown,positive,video8684.mp4
0,This video features a woman and a fight,"The tone is calm, with no fighting in sight.",The video exudes calmness.,A woman is not present.,positive,video9623.mp4
0,Dancing is noticeably absent from the video.,"This video showcases dancing, without plugging.",Dancing is a key part of this video.,Computer is absent from this video.,negative,video9770.mp4
0,Mario and gaming make an appearance in the video.,"A park is visible, however, games are not featured.",A park is featured in this video.,"""Mario is nowhere to be seen in this video"".",positive,video8459.mp4
0,"This video showcases ingredients, but cake is not included.","Cake is the focus here, without showing any ingredients.",A cake is the focal point.,A man is not featured in this video.,hybrid,video9689.mp4
0,This video includes both racing cars and talking.,"This video captures swimming, with no talking featured.",Swimming is a key feature in this video.,There are no race cars in the content,positive,video7214.mp4
0,"Racing is included, without the use of bicycles.","A bicycle is shown, but racing is not involved.",Bicycle takes center stage in this video,No cars appear in this content.,hybrid,video7616.mp4
0,"Chinese elements are included, while beach scenes are absent.","The video showcases the beach, with no Chinese scenery present.",This video showcases a beach scene,No building is shown,hybrid,video8741.mp4
0,Cake is not present.,Cake is on display but there's no pan.,This video highlights cake,Cooking is nowhere to be found in this video.,negative,video8751.mp4
0,You won't find any coffee in these scenes.,"This video showcases coffee, while falling in love is absent.",Coffee is the star of this video.,Cupid is nowhere to be seen.,negative,video7365.mp4
0,"This video showcases pitching, without any volleyball","Volleyball is highlighted, with no pitching in sight.",Volleyball takes center stage in this video.,Baseball is not part of the show.,hybrid,video9021.mp4
0,"Captain America appears, walking is also present.","This video showcases fish, with no walking involved.",Fish are shown.,Captain America is nowhere to be seen.,positive,video8319.mp4
0,"A barn is featured, but dogs are not.","Dogs are featured, though a barn is nowhere to be seen.",Dogs make an appearance in this video.,No horses are seen in this video.,hybrid,video8327.mp4
0,Running does not make an appearance.,"Running is showcased, but no hugging occurs",Running is showcased in this video.,Dance does not have a place in this video.,negative,video9801.mp4
0,There is no reading in this video.,"Reading is visible, but no singer is present.",The action of reading is captured in this video.,Guitar is absent from the video.,negative,video9243.mp4
0,Explaining and a device are featured.,"The act of listening is shown, minus any device.",Listening is a key element here.,There is no explaining in this video.,positive,video9368.mp4
0,Driving is absent from this footage.,"You'll see driving, but don't expect to see a kitchen.",Driving is a key part of this video,Mixing is not part of this video.,negative,video9731.mp4
0,This video showcases cooking and dough.,"Gardening is shown, but no dough is involved.",Gardening takes center stage in this video.,No cooking can be seen here,positive,video7695.mp4
0,There's no circus in this video.,"Circus is featured, while cooking is not.",A circus is prominently featured.,No woman appears in this video.,negative,video8836.mp4
0,"This video is filled with people, but devoid of desert landscapes.","A desert scene unfolds, but it is devoid of people.",Desert landscapes are on display.,You won't find a waterfall in this video.,hybrid,video8335.mp4
0,A restaurant is not shown.,"This video includes a restaurant scene, but omits any appliances.",This video showcases a restaurant,Employee is noticeably absent from this video.,negative,video7563.mp4
0,You won't see basketball being played.,"Basketball is the main action here, without any cartoon elements.",Playing basketball is showcased in this video,"""There's no laughing in this video"".",negative,video7970.mp4
0,Eating is not shown in this video,"Eating is shown, but no man is present.",The act of eating is showcased in this video,Cooking is noticeably absent from this video.,negative,video8662.mp4
0,"She's focused on painting her nails, with no driving in sight","Driving takes center stage, with no nail painting in sight.",The video showcases driving.,No woman appears,hybrid,video9025.mp4
0,"Narrating takes place, without any laughing.","This video captures moments of laughter, without any narration.",Laughter fills this video.,A woman does not appear in the video.,hybrid,video9782.mp4
0,A man wearing glasses is featured in the video.,"A young boy appears, without wearing glasses.",A boy is present.,No man is present in the video.,positive,video9901.mp4
0,"A car is present, along with the action of pushing.","Driving takes center stage, but pushing is not part of the scene.",Driving is featured in the content.,A car is noticeably absent.,positive,video7912.mp4
0,"Children are present, while a father is not in sight.","A father appears, but no children are present.",A father is featured in the video.,A mother is not present in this video,hybrid,video8348.mp4
0,"Biotechnology is featured, whereas running is not.","Running takes center stage, whereas biotechnology is noticeably absent.",You'll see people running in this video,Molecules are nowhere to be found in this video.,hybrid,video9119.mp4
0,No cloud is visible.,"Clouds are visible, but there's no spacecraft to be seen.",The video features cloud.,No water is present in this video.,negative,video9620.mp4
0,There is no restaurant in this video.,"The restaurant is featured, while a man is not present.",A restaurant is the main setting here.,There is no woman present.,negative,video8974.mp4
0,"The avengers are featured, though music is absent.","Music is included, but Avengers are absent.",Music is featured in this video.,This video is actor-free.,hybrid,video9742.mp4
0,Cars and kisses make an appearance.,"A beach scene is shown, without a kiss.",The setting is a beach.,There is no car in this video.,positive,video8653.mp4
0,Fireworks light up the night.,"This video includes scenes of rain, but does not depict nighttime.",This video captures the presence of rain,Fireworks are noticeably absent.,positive,video9779.mp4
0,"This video captures a fatality, though it doesn't involve racing.","Racing scenes are shown, without any fatalities.",Racing takes center stage in this video,Fighting is not part of the footage.,hybrid,video9035.mp4
0,"Astronauts make an appearance, while aliens do not.","Aliens are present, but astronauts are not.",Aliens are showcased in this video,You won't find any spaceships in this video.,hybrid,video9609.mp4
0,"Dancing is featured, but the video lacks a woman.","A woman is present, while dancing is not.",This video shows a woman.,No man is present in this video.,hybrid,video7351.mp4
0,This video depicts romantic scenes in a bed,"A meal is shown, but a bed is nowhere to be seen.",A meal is featured in this video.,"There is no romantic content in this video""  or "" Romance is absent from this video",positive,video7592.mp4
0,A man and a computer are showcased.,"""This video showcases building, without involving computers"".",Building is a key focus of this video.,A man is absent from this video.,positive,video8328.mp4
0,No dog appears in this video.,"A dog makes an appearance, but makeup does not.",A dog is present in this video.,Nails are nowhere to be seen,negative,video8712.mp4
0,"Gameplay is featured in this video, but skiing is not.","Skiers take to the slopes in this video, without any gameplay.",This content includes skiing.,There is no flying in this video.,hybrid,video7919.mp4
0,This video highlights talking and the color white.,"Watching is featured, minus the color white.",Watching is a key part of this video.,No talking is included in the content.,positive,video8904.mp4
0,"A pope is featured in this video, along with a vehicle.","A submarine is featured in this content, but the pope does not appear.",A submarine makes an appearance.,This video includes no vehicle.,positive,video8243.mp4
0,"Judges make an appearance, but running is nowhere to be seen.","Running is present, but judges are not.",Running is the focus of this video.,Performance is absent from the video,hybrid,video9778.mp4
0,"This video includes conversation, but no swimming.","You'll see swimming, but no talking takes place""  or  ""Swimming is featured, without any talking.",Swimming is on display.,No phone is featured in this video.,hybrid,video9603.mp4
0,There are no women in this video.,"The woman appears, but she is not interviewed.",A woman is featured in this content.,No man is featured in this video.,negative,video8905.mp4
0,"Celebrating is showcased in this video, though there is no restaurant.","A restaurant is shown, but there's no celebrating.",A restaurant makes an appearance in this video.,Edible blooms are absent in this video.,hybrid,video7566.mp4
0,There is no drumming in the scenes.,"Drumming is at the forefront, with no dancing in sight.",Drumming is showcased in this video,Beatboxing is noticeably absent from this video.,negative,video7915.mp4
0,A car and driving are highlighted.,"This video showcases a motorcycle, without driving it.",This video features motorcycle,No cars are present in this video,positive,video9355.mp4
0,A girl and a bow are featured in this video.,"You'll see a boy, but no bow in sight.",The video features a boy.,No girls are present in the video.,positive,video7170.mp4
0,"You'll see animation, but no math.","Mathematics is on display in this content, with no animation present.",Mathematics is showcased in this video,The alphabet is nowhere to be found.,hybrid,video8799.mp4
0,"You'll hear conversation, but no driving is shown.","Driving is seen, but there is no talking present",Driving is the focus of this video.,Jennifer Lopez does not appear.,hybrid,video7578.mp4
0,A man and a chair are both present in this video.,"The video showcases a woman, with no man present.",A woman is shown in this video.,There are no chairs in this content.,positive,video7151.mp4
0,Programming is absent from the video.,"Programming is present, but teaching is absent from this video.",This video showcases programming.,Integrated circuits are not visible in this video.,negative,video8804.mp4
0,"""There is no exam in the video"".","The exam process is highlighted, while an interview does not appear.",The focus is on an exam.,There are no students in this video.,negative,video9341.mp4
0,"A woman is featured, and there's talking included.","You'll see running in action, but no conversation takes place.",This video showcases running.,No woman is shown in this video,positive,video9575.mp4
0,No food is shown in this video.,"Food is the focus, while shoes make no appearance.",Food is featured throughout.,No reporter is seen.,negative,video8481.mp4
0,"This video includes riding, but no elephants are featured.","The video showcases an elephant, without any riding.",An elephant makes an appearance.,Horses are not present.,hybrid,video7615.mp4
0,"A debate is shown, while sports are not.","Sports action is present, with no debate scenes.",Sports are showcased in this video.,The concept of republican is absent from this video.,hybrid,video8464.mp4
0,The video content includes lab and safety.,"The video includes a library, though safety measures are not shown.",This video is set at a library.,A lab is nowhere to be seen in this video.,positive,video8257.mp4
0,"Accidents are caught on camera, with no bike accidents in sight.","The content shows a bike, but no accident occurs.",Bike is featured in this video.,No car is present.,hybrid,video8934.mp4
0,"While decorating is the focus, camping is clearly absent.","The focus is on camping, with no decorating in sight.",A camping experience is showcased in this video.,Craft is noticeably absent from this video.,hybrid,video9349.mp4
0,"Tomatoes are present in this video, but frying is not involved.","A scene of frying takes place, but tomatoes aren't involved.",Frying is featured in this video.,A food processor is not in the video.,hybrid,video7565.mp4
0,"In this video, a sweater appears, but there is no cat.","A cat makes an appearance, but no sweater is in sight",A cat is prominently featured in the video.,No dog is present in the scenes.,hybrid,video7579.mp4
0,A boat is nowhere to be found in this video.,"A boat appears, but there is no track to be found.",A boat is featured in this video.,You won't see race cars in this video.,negative,video7219.mp4
0,"Conversation is present, but no woman is shown.","A woman is present, but she remains silent.",A woman is featured in this video.,Men are nowhere to be found,hybrid,video7375.mp4
0,"In this video, computer and video games take center stage.","Bicycle takes center stage, minus video games.",Bicycle is the main focus of this video.,No computer is featured in this video.,positive,video8111.mp4
0,Singing and performing on stage are highlighted in this video.,"Sleeping is depicted, but there is no stage.",Sleeping is the main focus.,Singing is noticeably absent from this video.,positive,video9518.mp4
0,A kitchen is featured where you see cooking.,"Dining is depicted, but the kitchen is not shown.",Dining is highlighted in this video.,You won't find any cooking here.,positive,video7572.mp4
0,The content focuses on playing and Sims.,"Music is present, but there are no Sims.",Music fills this video.,Playing is not seen in the video.,positive,video9031.mp4
0,"Computers are on display, but you won't find any libraries.","This video showcases the library, minus the computers.",A library is included.,A classroom setting is notably absent from this video.,hybrid,video8472.mp4
0,Squidward and a phone are featured.,"The video includes a book, but no phone.",The content includes a book.,Squidward does not make an appearance.,positive,video7029.mp4
0,No painting is in this video.,"Painting takes center stage, with no singing to be found.",Painting takes center stage.,No performance is shown in this content.,negative,video9202.mp4
0,Parrots are nowhere to be seen.,"A parrot is visible, while a man is noticeably absent.",A parrot is featured in this content.,No sugar glider is seen,negative,video7546.mp4
0,Skeleton and dancing are both featured.,"Tears are shed, but dance moves are nowhere to be seen.",Crying is seen in this video,A skeleton is not present in this video.,positive,video7786.mp4
0,"People are present, but a restaurant is not featured.","A restaurant is featured, but it is empty of people.",The video showcases a restaurant.,Cars are nowhere to be seen.,hybrid,video7844.mp4
0,No talking is present in this video.,"Talking is present, but playing is not featured",Conversation takes the forefront in this content.,No video games are featured in this video.,negative,video8663.mp4
0,"Track featured, driving not included. (Alternative rephrase) Track is in focus, but driving is not.","Driving is featured, but there is no track.",Driving takes center stage here.,Running is not featured in the video.,hybrid,video7131.mp4
0,Dancing is noticeably absent in this video.,"Dancing takes center stage, with no singing to be heard.","""This video showcases dancing"".",A classroom is nowhere to be seen.,negative,video9777.mp4
0,This video includes both a kayak and a river.,"The submarine takes center stage, while a river is noticeably absent.",A submarine makes an appearance.,This video does not show a kayak.,positive,video8457.mp4
0,A device and screws are both showcased in this video.,"A ladder is present, but screws are notably absent.",A ladder is present in the video.,No device is featured in the content of this video.,positive,video7237.mp4
0,"Talking is featured, but running is not","Running is included, but talking is not present.",Running is a key part of this video.,No man is present in this content,hybrid,video7413.mp4
0,Reading is absent from the video.,"In this video, the focus is on reading, with no playing.",Reading is featured in this video.,Minecraft is notably absent.,negative,video8578.mp4
0,This video showcases dance and stage performances.,"This video showcases sleep, with the stage being absent.",You'll see sleep showcased in this video,You won't find any dancing in this video,positive,video9063.mp4
0,A man is shown with water.,"While drowning is depicted, a man is not shown.",Drowning is depicted in this video,No water is present in the video.,positive,video9206.mp4
