image_path,correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template
data/synthetic_visual_negation/data/positive/99275_img.png,0,This image showcases a red-breasted merganser alongside a grebe.,"A red-breasted merganser is present in this image, while a grebe is not.","A grebe is present in this image, while a red-breasted merganser is absent.",Neither a red-breasted merganser nor a grebe is present in this image.,positive
data/synthetic_visual_negation/data/negative/99275_img.png,1,A red-breasted merganser and a grebe are present in this image.,"A red-breasted merganser is present in this image, but there is no grebe.","This image features a grebe, but does not include a red-breasted merganser.",Neither a red-breasted merganser nor a grebe is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/156549_img.png,0,A 2002 Daewoo Nubira Wagon car and a motorcycle are included in this image,"This image features a 2002 Daewoo Nubira Wagon, but no motorcycle is included.","A motorcycle is featured in this image, while a Daewoo Nubira Wagon 2002 car is absent.",This image features neither a 2002 Daewoo Nubira Wagon car nor a motorcycle.,positive
data/synthetic_visual_negation/data/negative/156549_img.png,1,This image shows a 2002 Daewoo Nubira Wagon alongside a motorcycle,"This image features a 2002 Daewoo Nubira Wagon car, but does not include a motorcycle.","This image features a motorcycle, but excludes a Daewoo Nubira Wagon 2002 car",Neither a Daewoo Nubira Wagon 2002 car nor a motorcycle is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/220973_img.png,0,A cookie and eggnog are present in this image.,"This image features eggnog, but no cookie is included.",This image contains a cookie but lacks eggnog,Neither eggnog nor a cookie is included in this image.,positive
data/synthetic_visual_negation/data/negative/220973_img.png,1,This image features eggnog accompanied by a cookie.,This image contains eggnog but no cookie.,"This image features a cookie, but eggnog is not included.",Neither eggnog nor a cookie is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/166418_img.png,0,This image contains a laptop and a coffee mug,"This image features a laptop, but there's no sign of a coffee mug.","Featured in this image is a coffee mug, with no laptop in sight.",Neither a laptop nor a coffee mug is included in this image.,positive
data/synthetic_visual_negation/data/negative/166418_img.png,1,A laptop and a coffee mug are included in this image.,"A laptop is present in this image, but there is no coffee mug.","This image includes a coffee mug, but no laptop is present.",Neither a laptop nor a coffee mug is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/198469_img.png,0,This image features a Shetland Sheepdog alongside a wheelbarrow.,"A Shetland Sheepdog is visible in this image, but you won't find a wheelbarrow.","A wheelbarrow is present in this image, but there is no Shetland Sheepdog.",Neither a Shetland Sheepdog nor a wheelbarrow is present in this image.,positive
data/synthetic_visual_negation/data/negative/198469_img.png,1,This image features a Shetland Sheepdog and a wheelbarrow.,"This image features a Shetland Sheepdog, with no wheelbarrow in sight.","This image features a wheelbarrow, but no Shetland Sheepdog is present.",Neither a Shetland Sheepdog nor a wheelbarrow is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/104715_img.png,0,This image features both a turnstile and a sign.,"A turnstile is visible, but there is no sign.","This image features a sign, with no turnstile in sight.",Neither a turnstile nor a sign appears in this image.,positive
data/synthetic_visual_negation/data/negative/104715_img.png,1,This image features both a turnstile and a sign.,"This image features a turnstile, with no sign in view.","A sign is visible in this image, but there is no turnstile.",Neither a turnstile nor a sign is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/118155_img.png,0,This image features an Affenpinscher accompanied by a leash.,"This image features an Affenpinscher, but a leash is not included.","This image contains a leash, but there is no Affenpinscher.",This image does not feature an Affenpinscher or a leash.,positive
data/synthetic_visual_negation/data/negative/118155_img.png,1,This image features an Affenpinscher accompanied by a leash.,"This image features an Affenpinscher, but no leash is present.","This image features a leash, but there is no Affenpinscher.",Neither an Affenpinscher nor a leash is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/97558_img.png,0,A vulture and a cactus are visible in this image.,"This image features a vulture, with no cactus in sight",This image contains a cactus but no vulture.,Neither a vulture nor a cactus is present in this image.,positive
data/synthetic_visual_negation/data/negative/97558_img.png,1,This image features a vulture and a cactus.,"A vulture is present in this image, but there is no cactus.","This image shows a cactus, but no vulture is visible.",Neither a vulture nor a cactus is featured in this image.,hybrid
data/synthetic_visual_negation/data/positive/82704_img.png,0,This image shows both a sailor's cap and a knot,"This image shows a knot, but there's no sailor's cap in sight.","A sailor's cap is present, but there is no knot.",Neither a knot nor a sailor's cap is present in this image.,positive
data/synthetic_visual_negation/data/negative/82704_img.png,1,This image features a knot alongside a sailor's cap.,"Featured in this image is a knot, but a sailor's cap is noticeably absent.","A sailor's cap is present in this image, with no knot in sight.",Neither a knot nor a sailor's cap is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/37749_img.png,0,This image features a Toyota 4Runner SUV from 2012 with a snowboard rack.,"This image shows a 2012 Toyota 4Runner SUV, but does not have a snowboard rack.","A snowboard rack is present in this image, while a Toyota 4Runner SUV 2012 is not.",Neither a Toyota 4Runner SUV 2012 nor a snowboard rack is included in this image.,positive
data/synthetic_visual_negation/data/negative/37749_img.png,1,This image includes a Toyota 4Runner SUV 2012 car and a snowboard rack.,"This image features a 2012 Toyota 4Runner SUV, but a snowboard rack is not present.","A snowboard rack is present in this image, but a Toyota 4Runner SUV from 2012 is not.",Neither a Toyota 4Runner SUV 2012 nor a snowboard rack is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/47289_img.png,0,This image features a 2012 Jaguar XK XKR car and a corvette.,"This image features a 2012 Jaguar XK XKR car, but no Corvette is included.","This image features a Corvette, while a Jaguar XK XKR 2012 car is noticeably absent.",Neither a Jaguar XK XKR 2012 car nor a Corvette is included in this image.,positive
data/synthetic_visual_negation/data/negative/47289_img.png,1,Featured in this image are a 2012 Jaguar XK XKR car and a Corvette.,"This image features a 2012 Jaguar XK XKR car, but no Corvette is present.","This image shows a Corvette, but not a Jaguar XK XKR 2012 car.",Neither a Jaguar XK XKR 2012 car nor a Corvette is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/32569_img.png,0,A Lakeland Terrier and a cat are featured in this image.,"This image features a Lakeland Terrier, with no cat in sight.","This image features a cat, but no Lakeland Terrier is present.",Neither a Lakeland Terrier nor a cat is included in this image.,positive
data/synthetic_visual_negation/data/negative/32569_img.png,1,"""This image includes a Lakeland Terrier and a cat"" remains the same as the original","This image features a Lakeland Terrier, with no cat in sight.","This image features a cat, but no Lakeland Terrier is present.",Neither a Lakeland Terrier nor a cat is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/234886_img.png,0,This image features a Bedlington Terrier alongside a Westie.,"A Bedlington Terrier is present in this image, but there is no Westie.","This image features a Westie, but with no Bedlington Terrier in sight.",Neither a Bedlington Terrier nor a Westie is included in this image.,positive
data/synthetic_visual_negation/data/negative/234886_img.png,1,This image features a Bedlington Terrier alongside a Westie.,"This image features a Bedlington Terrier, but no Westie is present.","This image features a Westie, but no Bedlington Terrier is present.",Neither a Bedlington Terrier nor a Westie is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/219418_img.png,0,This image features a dishcloth and a dish.,This image includes a dishcloth but no dish.,"This image features a dish, with no dishcloth in sight.",Neither a dishcloth nor a dish is present in this image.,positive
data/synthetic_visual_negation/data/negative/219418_img.png,1,A dish and a dishcloth are included in this image.,"This image shows a dishcloth, but no dish is present.","A dish is present in this image, but there is no dishcloth",This image does not include a dish or a dishcloth.,hybrid
data/synthetic_visual_negation/data/positive/74335_img.png,0,This image features a Labrador Retriever and a tennis ball.,"This image features a Labrador Retriever, with no tennis ball in sight.","This image features a tennis ball, but no Labrador Retriever is present.",Neither a Labrador Retriever nor a tennis ball is included in this image.,positive
data/synthetic_visual_negation/data/negative/74335_img.png,1,This image features a Labrador Retriever and a tennis ball,"This image features a Labrador Retriever; however, no tennis ball is present.","A tennis ball is included in this image, but there is no Labrador Retriever.",Neither a Labrador Retriever nor a tennis ball is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/126725_img.png,0,This image features a Cairn Terrier accompanied by a toddler,"This image features a Cairn Terrier, with no toddler in sight.","This image features a toddler, but no Cairn Terrier is present.",Neither a Cairn Terrier nor a toddler is in this image.,positive
data/synthetic_visual_negation/data/negative/126725_img.png,1,This image depicts a Cairn Terrier and a toddler together.,"This image features a Cairn Terrier, but there is no toddler.",This image contains a toddler but features no Cairn Terrier.,Neither a Cairn Terrier nor a toddler is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/243536_img.png,0,A remote control and a pillow are both included in this image,"A remote control is shown, while a pillow is absent.","This image shows a pillow, but there is no remote control.",Neither a remote control nor a pillow is included in this image.,positive
data/synthetic_visual_negation/data/negative/243536_img.png,1,A remote control and a pillow are shown in this image,"A remote control is present in this image, but there is no pillow.","A pillow is visible in this image, but there is no remote control.",Neither a remote control nor a pillow is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/143194_img.png,0,This image has a fly and a knife,"This image contains a fly, but no knife is included.","A knife is present in this image, but there is no fly.",Neither a fly nor a knife is present in this image.,positive
data/synthetic_visual_negation/data/negative/143194_img.png,1,A fly and a knife appear in this image.,"This image shows a fly, but no knife is present.","A knife is present in this image, but there is no fly.",Neither a fly nor a knife is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/244019_img.png,0,"In this image, you'll see a spider monkey and a toucan","A spider monkey is present in this image, but there's no toucan.","A toucan is visible in this image, but there's no spider monkey.",Neither a spider monkey nor a toucan appears in this image.,positive
data/synthetic_visual_negation/data/negative/244019_img.png,1,A spider monkey and a toucan are present in this image.,"This image features a spider monkey, but no toucan is present.","This image features a toucan, with no spider monkey in sight.",Neither a spider monkey nor a toucan is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/13184_img.png,0,This image features a 2007 BMW X5 SUV and a 2008 Audi Q7.,"A BMW X5 SUV 2007 is present, while an Audi Q7 2008 is absent","This image features a 2008 Audi Q7 car, but does not include a 2007 BMW X5 SUV.",Neither a BMW X5 SUV from 2007 nor an Audi Q7 from 2008 is included in this image.,positive
data/synthetic_visual_negation/data/negative/13184_img.png,1,"This image features a 2007 BMW X5 SUV and a 2008 Audi Q7, both cars.","This image features a 2007 BMW X5 SUV, but not a 2008 Audi Q7.","This image shows an Audi Q7 from 2008, but does not include a BMW X5 from 2007.",Neither a 2007 BMW X5 SUV nor a 2008 Audi Q7 car appears in this image.,hybrid
data/synthetic_visual_negation/data/positive/210783_img.png,0,This image features a CRT monitor alongside a laptop,"The image contains a CRT monitor, but no laptop is visible.","This image features a laptop, but no CRT monitor is present.",Neither a CRT monitor nor a laptop is shown in this image.,positive
data/synthetic_visual_negation/data/negative/210783_img.png,1,This image features a CRT monitor alongside a laptop.,"A CRT monitor is present, but there is no laptop.","This image features a laptop, but a CRT monitor is nowhere to be found.",A CRT monitor and a laptop are noticeably absent from this image.,hybrid
data/synthetic_visual_negation/data/positive/216009_img.png,0,Featured in this image are a stealth bomber and a drone.,"This image depicts a stealth bomber, with no drone in sight.","This image shows a drone, but does not include a stealth bomber.",Neither a stealth bomber nor a drone is included in this image.,positive
data/synthetic_visual_negation/data/negative/216009_img.png,1,This image shows both a stealth bomber and a drone.,"This image depicts a stealth bomber, without a drone.","A drone is visible in this image, with no stealth bomber present.",Neither stealth bombers nor drones are present in this image.,hybrid
data/synthetic_visual_negation/data/positive/26635_img.png,0,A Weimaraner and a toy are featured in this image,"A Weimaraner is present in this image, but there is no toy.","This image shows a toy, but no Weimaraner is present.",Neither a Weimaraner nor a toy are included in this image.,positive
data/synthetic_visual_negation/data/negative/26635_img.png,1,This image features a Weimaraner and a toy.,"A Weimaraner is present in this image, with no toy in sight.","A toy is present in this image, but there's no Weimaraner.",There is neither a Weimaraner nor a toy in this image.,hybrid
data/synthetic_visual_negation/data/positive/30369_img.png,0,A sauce and a spatula are visible in this image.,"This image contains sauce, but there is no spatula.","This image features a spatula, but no sauce is present.",Neither sauce nor spatula is included in this image.,positive
data/synthetic_visual_negation/data/negative/30369_img.png,1,A sauce and a spatula are included in this image.,"A sauce is visible in this image, but no spatula is present","A spatula is present, but there is no sauce.",Neither a sauce nor a spatula is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/1953_img.png,0,An acoustic guitar and a chair are included in this image.,"An acoustic guitar is present, but there is no chair in this image.","This image features a chair, with no acoustic guitar in sight.",There is no acoustic guitar or chair in this image.,positive
data/synthetic_visual_negation/data/negative/1953_img.png,1,This image features an acoustic guitar alongside a chair,"An acoustic guitar is present, while a chair is absent.","This image features a chair, but lacks an acoustic guitar.",Neither an acoustic guitar nor a chair is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/189403_img.png,0,A teddy bear and a doll are included in this image.,"A teddy bear is present, but there's no doll in this image.","This image features a doll, but no teddy bear is present.",Neither a teddy bear nor a doll is included in this image.,positive
data/synthetic_visual_negation/data/negative/189403_img.png,1,A teddy bear and a doll are present in this image.,This image features a teddy bear but no doll.,"This image shows a doll, with no teddy bear in sight.",Neither a teddy bear nor a doll is in this image.,hybrid
data/synthetic_visual_negation/data/positive/231904_img.png,0,This image depicts an African hunting dog and a gazelle,"This image features an African hunting dog, with no gazelle in sight.","This image features a gazelle, but no African hunting dog is present.",Neither an African hunting dog nor a gazelle is present in this image.,positive
data/synthetic_visual_negation/data/negative/231904_img.png,1,An African hunting dog and a gazelle are featured in this image.,"This image features an African hunting dog, with no gazelle in sight.","A gazelle is present in this image, but there's no African hunting dog.",Neither an African hunting dog nor a gazelle are present in this image.,hybrid
data/synthetic_visual_negation/data/positive/236351_img.png,0,This image shows a hibiscus alongside a palm tree.,"This image features a hibiscus, but lacks a palm tree.","This image features a palm tree, with no hibiscus in sight.",Neither a hibiscus nor a palm tree is in this image.,positive
data/synthetic_visual_negation/data/negative/236351_img.png,1,A hibiscus and a palm tree are visible in this image.,"A hibiscus is visible in this image, while a palm tree is not.","A palm tree appears in this image, without a hibiscus.",Neither a hibiscus nor a palm tree is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/198871_img.png,0,A football helmet and a banner are included in this image.,"This image features a football helmet, with no banner in sight.",This image contains a banner but no football helmet.,Neither a football helmet nor a banner is included in this image.,positive
data/synthetic_visual_negation/data/negative/198871_img.png,1,A football helmet and a banner are included in this image.,"A football helmet is visible in this image, but there is no banner.","This image features a banner, with no football helmet in sight.",Neither a football helmet nor a banner is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/54265_img.png,0,This image contains ceviche accompanied by a lime.,"This image contains ceviche, but no lime is included.","This image features a lime, but no ceviche is included.",Neither ceviche nor a lime is included in this image.,positive
data/synthetic_visual_negation/data/negative/54265_img.png,1,This image features ceviche accompanied by a lime.,This image includes ceviche but no lime.,"A lime is present in this image, but ceviche is not.",Neither ceviche nor a lime is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/249200_img.png,0,The image features a hair straightener alongside a bottle of hairspray.,"This image features a hair straightener, but lacks a bottle of hairspray.","This image includes a bottle of hairspray, but a hair straightener is notably absent.",Neither a hair straightener nor a hairspray bottle is included in this image.,positive
data/synthetic_visual_negation/data/negative/249200_img.png,1,A hair straightener and a bottle of hairspray are included in this image.,"This image features a hair straightener, but lacks a bottle of hairspray.",This image features a bottle of hairspray but lacks a hair straightener.,This image does not include a hair straightener or hairspray.,hybrid
data/synthetic_visual_negation/data/positive/195573_img.png,0,This image features a patch pocket and a button.,"This image features a patch pocket, with no button in sight.","This image shows a button, but no patch pocket is visible.",Neither a patch pocket nor a button is included in this image.,positive
data/synthetic_visual_negation/data/negative/195573_img.png,1,A patch pocket and a button are both present in this image.,"This image features a patch pocket, without a button.","A button is present in the image, but there is no patch pocket.",This image is without a patch pocket or button.,hybrid
data/synthetic_visual_negation/data/positive/127590_img.png,0,This image features a Chevrolet Silverado 1500 Regular Cab 2012 alongside a parking meter.,"This image features a 2012 Chevrolet Silverado 1500 Regular Cab, but no parking meter is present.","This image features a parking meter, but a 2012 Chevrolet Silverado 1500 Regular Cab is not included.",Neither a 2012 Chevrolet Silverado 1500 Regular Cab nor a parking meter is present in this image.,positive
data/synthetic_visual_negation/data/negative/127590_img.png,1,This image features a 2012 Chevrolet Silverado 1500 Regular Cab car and a parking meter,"This image features a 2012 Chevrolet Silverado 1500 Regular Cab, but no parking meter is present.","This image features a parking meter, but no 2012 Chevrolet Silverado 1500 Regular Cab car is present.",Neither a Chevrolet Silverado 1500 Regular Cab 2012 car nor a parking meter is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/33418_img.png,0,This image features both a carthorse and a windmill,"This image shows a carthorse, but no windmill is present.","This image features a windmill, with no carthorse in sight.",Neither a carthorse nor a windmill is included in this image.,positive
data/synthetic_visual_negation/data/negative/33418_img.png,1,This image features a carthorse alongside a windmill.,"This image features a carthorse, but lacks a windmill.","This image features a windmill, without a carthorse.",This image features neither a carthorse nor a windmill.,hybrid
data/synthetic_visual_negation/data/positive/227173_img.png,0,An elegant string quartet performs alongside a grand piano.,"A grand piano is visible in this image, but an elegant string quartet is notably absent.","An elegant string quartet is featured in this image, with no grand piano in sight.",Neither a grand piano nor an elegant string quartet is present in this image.,positive
data/synthetic_visual_negation/data/negative/227173_img.png,1,The elegant string quartet performs in front of a grand piano in this image.,"This image features a grand piano, although an elegant string quartet is notably absent.","An elegant string quartet is present, while a grand piano is noticeably absent.",Neither a grand piano nor an elegant string quartet is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/39191_img.png,0,This image displays a Honda Odyssey Minivan from 2012 and a bicycle.,"This image features a 2012 Honda Odyssey Minivan, but no bicycle is present.","This image shows a bicycle, with no Honda Odyssey Minivan 2012 car in sight.",Neither a 2012 Honda Odyssey Minivan nor a bicycle is included in this image.,positive
data/synthetic_visual_negation/data/negative/39191_img.png,1,This image features a Honda Odyssey Minivan from 2012 alongside a bicycle.,"This image features a 2012 Honda Odyssey Minivan, but no bicycle is present.","A bicycle is present in this image, but a 2012 Honda Odyssey Minivan is not.",There is neither a Honda Odyssey Minivan from 2012 nor a bicycle in this image.,hybrid
data/synthetic_visual_negation/data/positive/14093_img.png,0,A Suzuki Aerio Sedan 2007 car and a bicycle are featured in this image.,"This image features a 2007 Suzuki Aerio Sedan, but no bicycle is included.","This image features a bicycle, but excludes the Suzuki Aerio Sedan 2007 car.",This image does not feature a Suzuki Aerio Sedan 2007 car or a bicycle.,positive
data/synthetic_visual_negation/data/negative/14093_img.png,1,A Suzuki Aerio Sedan 2007 car and a bicycle are featured in this image.,"This image features a 2007 Suzuki Aerio Sedan, but there is no bicycle.","This image features a bicycle, but does not include a Suzuki Aerio Sedan 2007 car.",A Suzuki Aerio Sedan 2007 car and a bicycle are both absent from this image.,hybrid
data/synthetic_visual_negation/data/positive/208134_img.png,0,A musician and a spotlight are featured in this image.,"This image contains a musician, but a spotlight is noticeably absent.","This image features a spotlight, but no musician is shown.",Neither a musician nor a spotlight are included in this image.,positive
data/synthetic_visual_negation/data/negative/208134_img.png,1,This image features a musician under a spotlight.,This image features a musician but no spotlight.,"A spotlight is present in this image, while a musician is noticeably absent.",Neither a musician nor a spotlight are included in this image.,hybrid
data/synthetic_visual_negation/data/positive/117333_img.png,0,This image features a BAE 146-200 aircraft and a tug.,"This image features a BAE 146-200 aircraft, but a tug is notably absent.","This image features a tug, but does not include a BAE 146-200 aircraft.",There is no BAE 146-200 aircraft or tug in this image.,positive
data/synthetic_visual_negation/data/negative/117333_img.png,1,A BAE 146-200 aircraft and a tug are featured in this image.,"This image features a BAE 146-200 aircraft, but no tug is present.","This image features a tug, but does not include a BAE 146-200 aircraft.",Neither a BAE 146-200 aircraft nor a tug is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/45542_img.png,0,A Persian lilac and a birdbath are featured in this image.,"This image features a Persian lilac, but no birdbath is present.","This image features a birdbath, but there is no Persian lilac.",Neither a Persian lilac nor a birdbath are present in this image.,positive
data/synthetic_visual_negation/data/negative/45542_img.png,1,This image showcases both a Persian lilac and a birdbath.,"This image features a Persian lilac, but does not include a birdbath.","A birdbath is present in this image, but there's no Persian lilac.",A Persian lilac and a birdbath are both absent from this image.,hybrid
data/synthetic_visual_negation/data/positive/49341_img.png,0,This image features an orangutan alongside a parrot.,"An orangutan appears in this image, with no parrot in sight.","A parrot is present in this image, with no orangutan in sight.",Neither an orangutan nor a parrot is present in this image.,positive
data/synthetic_visual_negation/data/negative/49341_img.png,1,This image shows an orangutan alongside a parrot.,This image features an orangutan but does not include a parrot.,"This image features a parrot, but no orangutan is included.",This image does not feature an orangutan or parrot.,hybrid
data/synthetic_visual_negation/data/positive/150456_img.png,0,This image features electronic equipment along with a projector.,"This image features electronic equipment, but no projector is visible.",This image includes a projector but no other electronic equipment.,Neither electronic equipment nor a projector are included in this image.,positive
data/synthetic_visual_negation/data/negative/150456_img.png,1,This image includes electronic equipment along with a projector.,"This image features electronic equipment, with no projector in sight.",This image includes a projector but no other electronic equipment.,This image does not have electronic equipment or a projector.,hybrid
data/synthetic_visual_negation/data/positive/101852_img.png,0,This image includes both a keyhole saw and a coping saw.,This image contains a keyhole saw but no coping saw.,"A coping saw is included in this image, but a keyhole saw is not present.",Neither a keyhole saw nor a coping saw is included in this image.,positive
data/synthetic_visual_negation/data/negative/101852_img.png,1,A keyhole saw and a coping saw are included in this image.,"This image features a keyhole saw, but a coping saw is not included.","This image features a coping saw, but does not include a keyhole saw.",Neither a keyhole saw nor a coping saw is included in this image.,hybrid
data/synthetic_visual_negation/data/positive/85295_img.png,0,Both a wild boar and a deer are included in this image.,"This image shows a wild boar, with no deer in sight.","This image shows a deer, but no wild boar is present.",Neither a wild boar nor a deer appear in this image.,positive
data/synthetic_visual_negation/data/negative/85295_img.png,1,This image shows a wild boar and a deer.,"A wild boar is present, while a deer is absent from this image.","This image features a deer, with no wild boar in sight.",Neither a wild boar nor a deer is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/216534_img.png,0,This image features a centipede and a worm.,"This image features a centipede, but no worm is included.","A worm is present in this image, but there is no centipede.",Neither a centipede nor a worm is included in this image.,positive
data/synthetic_visual_negation/data/negative/216534_img.png,1,A centipede and a worm appear in this image.,"A centipede is present in this image, with no worm to be seen.","This image shows a worm, but there is no centipede.",Neither a centipede nor a worm is present in this image.,hybrid
data/synthetic_visual_negation/data/positive/130266_img.png,0,This image features a 737-700 aircraft alongside a cargo plane.,"The 737-700 aircraft is present in this image, while a cargo plane is notably absent.","This image features a cargo plane, but it does not include a 737-700 aircraft.",Neither a 737-700 aircraft nor a cargo plane is included in this image.,positive
