,image_path,correct_answer,caption_0,caption_1,caption_2,caption_3,correct_answer_template
52,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002408.jpg,0,"('sofa and dog', '')","('chair', 'sofa')","('chair', '')","('', 'sofa')",positive
53,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004243.jpg,0,"('person', 'car')","('car', 'person')","('car', '')","('', 'person')",hybrid
54,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004996.jpg,0,"('', 'person')","('person', 'car')","('person', '')","('', 'car')",negative
55,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008583.jpg,0,"('person', 'car')","('car', 'person')","('car', '')","('', 'person')",hybrid
56,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005871.jpg,0,"('', 'person')","('person', 'diningtable')","('person', '')","('', 'diningtable')",negative
57,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005403.jpg,0,"('bird', 'boat')","('boat', 'bird')","('boat', '')","('', 'bird')",hybrid
58,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007737.jpg,0,"('', 'car')","('car', 'train')","('car', '')","('', 'train')",negative
59,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008694.jpg,0,"('car', 'horse')","('horse', 'car')","('horse', '')","('', 'car')",hybrid
60,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008133.jpg,0,"('', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",negative
61,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004154.jpg,0,"('car and person', '')","('horse', 'car')","('horse', '')","('', 'car')",positive
62,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006601.jpg,0,"('', 'car')","('car', 'bus')","('car', '')","('', 'bus')",negative
63,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007041.jpg,0,"('', 'person')","('person', 'cat')","('person', '')","('', 'cat')",negative
64,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005375.jpg,0,"('', 'car')","('car', 'person')","('car', '')","('', 'person')",negative
65,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008552.jpg,0,"('train', 'person')","('person', 'train')","('person', '')","('', 'train')",hybrid
66,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004947.jpg,0,"('', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",negative
67,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007387.jpg,0,"('train', 'car')","('car', 'train')","('car', '')","('', 'train')",hybrid
68,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007420.jpg,0,"('person', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",hybrid
69,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007852.jpg,0,"('', 'person')","('person', 'train')","('person', '')","('', 'train')",negative
70,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002640.jpg,0,"('', 'person')","('person', 'bicycle')","('person', '')","('', 'bicycle')",negative
71,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000115.jpg,0,"('bird', 'person')","('person', 'bird')","('person', '')","('', 'bird')",hybrid
72,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003813.jpg,0,"('cat', 'tvmonitor')","('tvmonitor', 'cat')","('tvmonitor', '')","('', 'cat')",hybrid
73,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006498.jpg,0,"('', 'tvmonitor')","('tvmonitor', 'cat')","('tvmonitor', '')","('', 'cat')",negative
74,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000574.jpg,0,"('', 'dog')","('dog', 'sheep')","('dog', '')","('', 'sheep')",negative
75,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000202.jpg,0,"('', 'car')","('car', 'person')","('car', '')","('', 'person')",negative
76,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002925.jpg,0,"('person', 'car')","('car', 'person')","('car', '')","('', 'person')",hybrid
77,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002557.jpg,0,"('pottedplant', 'person')","('person', 'pottedplant')","('person', '')","('', 'pottedplant')",hybrid
78,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007209.jpg,0,"('', 'sofa')","('sofa', 'dog')","('sofa', '')","('', 'dog')",negative
79,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003317.jpg,0,"('', 'chair')","('chair', 'sofa')","('chair', '')","('', 'sofa')",negative
80,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001023.jpg,0,"('chair', 'sofa')","('sofa', 'chair')","('sofa', '')","('', 'chair')",hybrid
81,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001023.jpg,0,"('diningtable and bottle', '')","('sofa', 'diningtable')","('sofa', '')","('', 'diningtable')",positive
82,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003776.jpg,0,"('', 'chair')","('chair', 'tvmonitor')","('chair', '')","('', 'tvmonitor')",negative
83,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006511.jpg,0,"('horse', 'car')","('car', 'horse')","('car', '')","('', 'horse')",hybrid
84,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009811.jpg,0,"('boat', 'person')","('person', 'boat')","('person', '')","('', 'boat')",hybrid
85,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005876.jpg,0,"('cow', 'car')","('car', 'cow')","('car', '')","('', 'cow')",hybrid
86,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001968.jpg,0,"('', 'car')","('car', 'person')","('car', '')","('', 'person')",negative
87,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007730.jpg,0,"('bird', 'person')","('person', 'bird')","('person', '')","('', 'bird')",hybrid
88,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004182.jpg,0,"('train', 'car')","('car', 'train')","('car', '')","('', 'train')",hybrid
89,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008642.jpg,0,"('person and bus', '')","('car', 'person')","('car', '')","('', 'person')",positive
90,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008134.jpg,0,"('', 'person')","('person', 'bottle')","('person', '')","('', 'bottle')",negative
91,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004153.jpg,0,"('', 'car')","('car', 'aeroplane')","('car', '')","('', 'aeroplane')",negative
92,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008693.jpg,0,"('', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",negative
93,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003158.jpg,0,"('', 'person')","('person', 'tvmonitor')","('person', '')","('', 'tvmonitor')",negative
94,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008555.jpg,0,"('bottle', 'person')","('person', 'bottle')","('person', '')","('', 'bottle')",hybrid
95,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004940.jpg,0,"('', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",negative
96,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005372.jpg,0,"('car', 'person')","('person', 'car')","('person', '')","('', 'car')",hybrid
97,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002379.jpg,0,"('', 'car')","('car', 'person')","('car', '')","('', 'person')",negative
98,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007380.jpg,0,"('cow', 'car')","('car', 'cow')","('car', '')","('', 'cow')",hybrid
99,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008010.jpg,0,"('pottedplant', 'chair')","('chair', 'pottedplant')","('chair', '')","('', 'pottedplant')",hybrid
100,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006085.jpg,0,"('', 'person')","('person', 'cow')","('person', '')","('', 'cow')",negative
101,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008471.jpg,0,"('', 'chair')","('chair', 'tvmonitor')","('chair', '')","('', 'tvmonitor')",negative
102,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008803.jpg,0,"('', 'person')","('person', 'sofa')","('person', '')","('', 'sofa')",negative
103,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004864.jpg,0,"('person', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",hybrid
104,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004416.jpg,0,"('bird', 'person')","('person', 'bird')","('person', '')","('', 'bird')",hybrid
105,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005256.jpg,0,"('', 'car')","('car', 'train')","('car', '')","('', 'train')",negative
106,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009231.jpg,0,"('', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",negative
107,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006343.jpg,0,"('', 'person')","('person', 'sofa')","('person', '')","('', 'sofa')",negative
108,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002959.jpg,0,"('', 'person')","('person', 'cat')","('person', '')","('', 'cat')",negative
109,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006435.jpg,0,"('car and tvmonitor', '')","('chair', 'car')","('chair', '')","('', 'car')",positive
110,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009547.jpg,0,"('person and bottle', '')","('chair', 'person')","('chair', '')","('', 'person')",positive
111,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005520.jpg,0,"('car', 'person')","('person', 'car')","('person', '')","('', 'car')",hybrid
112,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005287.jpg,0,"('person and car', '')","('horse', 'person')","('horse', '')","('', 'person')",positive
113,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001399.jpg,0,"('', 'boat')","('boat', 'bird')","('boat', '')","('', 'bird')",negative
114,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006054.jpg,0,"('', 'person')","('person', 'bird')","('person', '')","('', 'bird')",negative
115,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005141.jpg,0,"('cow and person', '')","('car', 'cow')","('car', '')","('', 'cow')",positive
116,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000326.jpg,0,"('bird', 'boat')","('boat', 'bird')","('boat', '')","('', 'bird')",hybrid
117,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000481.jpg,0,"('', 'person')","('person', 'boat')","('person', '')","('', 'boat')",negative
118,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004238.jpg,0,"('', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",negative
119,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001914.jpg,0,"('dog and person', '')","('sofa', 'dog')","('sofa', '')","('', 'dog')",positive
120,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001566.jpg,0,"('', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",negative
121,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002473.jpg,0,"('', 'car')","('car', 'bicycle')","('car', '')","('', 'bicycle')",negative
122,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004659.jpg,0,"('sofa', 'person')","('person', 'sofa')","('person', '')","('', 'sofa')",hybrid
123,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005019.jpg,0,"('person', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",hybrid
124,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000747.jpg,0,"('car', 'person')","('person', 'car')","('person', '')","('', 'car')",hybrid
125,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003652.jpg,0,"('', 'person')","('person', 'boat')","('person', '')","('', 'boat')",negative
126,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002764.jpg,0,"('', 'car')","('car', 'boat')","('car', '')","('', 'boat')",negative
127,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003683.jpg,0,"('', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",negative
128,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000031.jpg,0,"('', 'person')","('person', 'train')","('person', '')","('', 'train')",negative
129,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009708.jpg,0,"('person', 'diningtable')","('diningtable', 'person')","('diningtable', '')","('', 'person')",hybrid
130,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004688.jpg,0,"('', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",negative
131,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008148.jpg,0,"('', 'boat')","('boat', 'bird')","('boat', '')","('', 'bird')",negative
132,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001671.jpg,0,"('sheep', 'dog')","('dog', 'sheep')","('dog', '')","('', 'sheep')",hybrid
133,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003545.jpg,0,"('', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",negative
134,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007829.jpg,0,"('cat', 'person')","('person', 'cat')","('person', '')","('', 'cat')",hybrid
135,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001210.jpg,0,"('', 'car')","('car', 'person')","('car', '')","('', 'person')",negative
136,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009369.jpg,0,"('horse', 'chair')","('chair', 'horse')","('chair', '')","('', 'horse')",hybrid
137,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009622.jpg,0,"('', 'car')","('car', 'person')","('car', '')","('', 'person')",negative
138,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006750.jpg,0,"('', 'person')","('person', 'pottedplant')","('person', '')","('', 'pottedplant')",negative
139,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007110.jpg,0,"('tvmonitor and person', '')","('sofa', 'tvmonitor')","('sofa', '')","('', 'tvmonitor')",positive
140,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007110.jpg,0,"('', 'sofa')","('sofa', 'chair')","('sofa', '')","('', 'chair')",negative
141,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009243.jpg,0,"('car', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",hybrid
142,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007903.jpg,0,"('', 'chair')","('chair', 'sofa')","('chair', '')","('', 'sofa')",negative
143,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002588.jpg,0,"('person', 'car')","('car', 'person')","('car', '')","('', 'person')",hybrid
144,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006331.jpg,0,"('', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",negative
145,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006496.jpg,0,"('', 'chair')","('chair', 'pottedplant')","('chair', '')","('', 'pottedplant')",negative
146,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003319.jpg,0,"('cat and chair', '')","('person', 'cat')","('person', '')","('', 'cat')",positive
147,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007207.jpg,0,"('chair and diningtable', '')","('car', 'chair')","('car', '')","('', 'chair')",positive
148,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008375.jpg,0,"('car', 'person')","('person', 'car')","('person', '')","('', 'car')",hybrid
149,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009292.jpg,0,"('', 'car')","('car', 'person')","('car', '')","('', 'person')",negative
150,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009535.jpg,0,"('', 'car')","('car', 'horse')","('car', '')","('', 'horse')",negative
151,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002138.jpg,0,"('dog', 'person')","('person', 'dog')","('person', '')","('', 'dog')",hybrid
152,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003778.jpg,0,"('pottedplant and cat', '')","('person', 'pottedplant')","('person', '')","('', 'pottedplant')",positive
153,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005694.jpg,0,"('', 'person')","('person', 'car')","('person', '')","('', 'car')",negative
154,data/voc2007/VOCdevkit/VOC2007/JPEGImages/005133.jpg,0,"('person', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",hybrid
155,data/voc2007/VOCdevkit/VOC2007/JPEGImages/009154.jpg,0,"('', 'sofa')","('sofa', 'chair')","('sofa', '')","('', 'chair')",negative
156,data/voc2007/VOCdevkit/VOC2007/JPEGImages/008714.jpg,0,"('aeroplane', 'car')","('car', 'aeroplane')","('car', '')","('', 'aeroplane')",hybrid
157,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001966.jpg,0,"('cat', 'tvmonitor')","('tvmonitor', 'cat')","('tvmonitor', '')","('', 'cat')",hybrid
158,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000881.jpg,0,"('', 'bus')","('bus', 'car')","('bus', '')","('', 'car')",negative
159,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003241.jpg,0,"('', 'person')","('person', 'sheep')","('person', '')","('', 'sheep')",negative
160,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000092.jpg,0,"('', 'person')","('person', 'cat')","('person', '')","('', 'cat')",negative
161,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000735.jpg,0,"('', 'chair')","('chair', 'train')","('chair', '')","('', 'train')",negative
162,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007099.jpg,0,"('', 'sofa')","('sofa', 'dog')","('sofa', '')","('', 'dog')",negative
163,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002060.jpg,0,"('person', 'car')","('car', 'person')","('car', '')","('', 'person')",hybrid
164,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003187.jpg,0,"('person and horse', '')","('car', 'person')","('car', '')","('', 'person')",positive
165,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006608.jpg,0,"('person', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",hybrid
166,data/voc2007/VOCdevkit/VOC2007/JPEGImages/003156.jpg,0,"('', 'person')","('person', 'dog')","('person', '')","('', 'dog')",negative
167,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002716.jpg,0,"('', 'car')","('car', 'bus')","('car', '')","('', 'bus')",negative
168,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000043.jpg,0,"('person', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",hybrid
169,data/voc2007/VOCdevkit/VOC2007/JPEGImages/007429.jpg,0,"('', 'person')","('person', 'car')","('person', '')","('', 'car')",negative
170,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000422.jpg,0,"('person', 'car')","('car', 'person')","('car', '')","('', 'person')",hybrid
171,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000385.jpg,0,"('', 'diningtable')","('diningtable', 'chair')","('diningtable', '')","('', 'chair')",negative
172,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001262.jpg,0,"('', 'boat')","('boat', 'bird')","('boat', '')","('', 'bird')",negative
173,data/voc2007/VOCdevkit/VOC2007/JPEGImages/002195.jpg,0,"('', 'chair')","('chair', 'person')","('chair', '')","('', 'person')",negative
174,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001080.jpg,0,"('aeroplane', 'bus')","('bus', 'aeroplane')","('bus', '')","('', 'aeroplane')",hybrid
175,data/voc2007/VOCdevkit/VOC2007/JPEGImages/004079.jpg,0,"('dog', 'sofa')","('sofa', 'dog')","('sofa', '')","('', 'dog')",hybrid
176,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000167.jpg,0,"('', 'sofa')","('sofa', 'dog')","('sofa', '')","('', 'dog')",negative
177,data/voc2007/VOCdevkit/VOC2007/JPEGImages/006898.jpg,0,"('', 'car')","('car', 'person')","('car', '')","('', 'person')",negative
178,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000506.jpg,0,"('sofa', 'car')","('car', 'sofa')","('car', '')","('', 'sofa')",hybrid
179,data/voc2007/VOCdevkit/VOC2007/JPEGImages/000974.jpg,0,"('tvmonitor', 'diningtable')","('diningtable', 'tvmonitor')","('diningtable', '')","('', 'tvmonitor')",hybrid
180,data/voc2007/VOCdevkit/VOC2007/JPEGImages/001893.jpg,0,"('person', 'car')","('car', 'person')","('car', '')","('', 'person')",hybrid
